,Posted On,BHK,Rent,Size,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,house_floor,no_floor
2600,5/7/2022,2,25000,160,Carpet Area,Dr Mukherjee Nagar West,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,3
2601,5/5/2022,2,18000,1000,Super Area,Janakpuri Block B1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,2
2602,5/5/2022,1,10000,450,Super Area,Paschim Vihar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,5
2603,5/5/2022,2,12000,75,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,4
2604,6/18/2022,3,25000,2000,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,3
2605,6/18/2022,4,40000,2400,Super Area,Preet Vihar,Delhi,Unfurnished,Bachelors,3,Contact Agent,4,4
2606,6/18/2022,2,30000,1800,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,Ground,2
2607,6/18/2022,3,29000,1800,Super Area,Mausam Vihar,Delhi,Unfurnished,Family,3,Contact Agent,Ground,3
2608,6/18/2022,3,35000,2200,Super Area,"Nirman Vihar, Preet Vihar",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,2,4
2609,6/18/2022,3,21000,2200,Carpet Area,Vivek Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,2
2610,6/18/2022,3,31000,900,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,3,4
2611,5/5/2022,2,8000,75,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2612,5/5/2022,2,15500,75,Super Area,Saket,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2613,6/18/2022,3,32000,1800,Carpet Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,3,4
2614,6/18/2022,3,30000,160,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,4
2615,7/4/2022,4,42000,2700,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent,2,4
2616,5/23/2022,3,20500,1050,Carpet Area,Laxmi Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Agent,3,4
2617,5/9/2022,3,60000,1800,Super Area,Sarvodaya Enclave,Delhi,Furnished,Bachelors/Family,3,Contact Owner,2,3
2618,5/23/2022,2,95000,2700,Super Area,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2,Contact Agent,1,3
2619,5/14/2022,1,16000,499,Carpet Area,Chittaranjan Park Block K,Delhi,Semi-Furnished,Family,1,Contact Owner,2,3
2620,5/17/2022,1,8500,450,Carpet Area,Sarita Vihar Pocket M,Delhi,Unfurnished,Bachelors,1,Contact Agent,3,4
2621,5/5/2022,1,14000,60,Super Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
2622,5/11/2022,3,140000,2200,Super Area,Defence Colony,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,Ground,3
2623,4/29/2022,2,8000,130,Super Area,Raj Nagar 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2624,4/29/2022,3,12500,650,Super Area,Chirag Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
2625,4/29/2022,2,14000,100,Super Area,Janakpuri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,4
2626,4/29/2022,2,6000,45,Super Area,"Devli, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,3
2627,4/29/2022,2,10000,600,Super Area,Trilokpuri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2628,5/10/2022,3,15000,800,Super Area,Kadipur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
2629,6/8/2022,3,8000,1500,Carpet Area,Cherlopalli TIRUPATI,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner,1,1
2630,7/7/2022,1,10000,30,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,5
2631,5/12/2022,1,8500,55,Super Area,Gharoli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2632,6/9/2022,2,25000,900,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2633,6/22/2022,2,13000,1000,Carpet Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2634,5/27/2022,1,6000,360,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2635,5/6/2022,1,7000,450,Super Area,"Mohan Garden, Razapur Khurd",Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,4
2636,5/5/2022,2,22000,900,Super Area,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2637,4/29/2022,2,40000,1100,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,4
2638,5/5/2022,2,22000,700,Super Area,Rohini Sector 7,Delhi,Furnished,Bachelors/Family,2,Contact Owner,Ground,2
2639,4/29/2022,1,4500,400,Super Area,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2640,4/29/2022,3,15000,950,Super Area,Rohini Sector 4,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,Ground,3
2641,6/30/2022,3,130000,3000,Super Area,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,1,5
2642,6/18/2022,2,23000,950,Carpet Area,Ber Sarai,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,3,3
2643,5/27/2022,3,45000,1100,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,4
2644,5/29/2022,1,15000,497,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,3,4
2645,4/29/2022,3,13000,100,Super Area,"Viswas Park, Matiala",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2646,5/5/2022,2,10000,70,Super Area,Shakarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
2647,5/5/2022,2,10000,55,Super Area,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2648,5/5/2022,1,6500,300,Super Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4,5
2649,6/29/2022,1,7000,400,Carpet Area,Mandawali,Delhi,Unfurnished,Bachelors,1,Contact Owner,2,4
2650,5/5/2022,2,7000,500,Super Area,Badarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2651,6/8/2022,4,17401,650,Super Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4,4
2652,5/18/2022,1,5500,630,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,Ground,2
2653,4/29/2022,1,20000,450,Super Area,DS 19,Delhi,Unfurnished,Family,1,Contact Owner,1,3
2654,4/29/2022,2,7000,500,Super Area,Mahipalpur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,2
2655,5/22/2022,5,190000,200,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Unfurnished,Bachelors,5,Contact Agent,2,2
2656,4/29/2022,2,13000,95,Super Area,Shahdara,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
2657,7/2/2022,4,60000,272,Carpet Area,Model Town,Delhi,Furnished,Bachelors,3,Contact Agent,Ground,4
2658,5/27/2022,2,17000,800,Carpet Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2,4
2659,5/27/2022,2,16000,50,Super Area,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2660,7/5/2022,1,9500,400,Super Area,"Maidan Garhi, Chhattarpur",Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,4
2661,4/29/2022,1,5000,450,Super Area,Vikash Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,3
2662,6/18/2022,3,27000,1800,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,4
2663,6/18/2022,3,29000,1800,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,4
2664,6/18/2022,3,29000,2000,Carpet Area,Vivek Vihar Phase 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,4
2665,5/26/2022,4,37000,2700,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent,2,3
2666,7/4/2022,4,36000,2700,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,3
2667,5/26/2022,3,35000,1800,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,4,4
2668,5/26/2022,4,42000,2700,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent,2,4
2669,5/26/2022,3,37000,1800,Carpet Area,Preet Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,4
2670,7/4/2022,3,30000,1800,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,3
2671,5/8/2022,3,20000,1200,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2672,6/17/2022,1,8500,600,Carpet Area,Chattarpur Extension,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,1,4
2673,5/14/2022,1,11000,350,Super Area,Sheikh Sarai,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,5
2674,6/18/2022,2,14000,100,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2675,5/14/2022,3,55000,1800,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent,1,3
2676,6/18/2022,2,25000,900,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,3,4
2677,5/23/2022,3,20500,1150,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,3,4
2678,5/31/2022,4,28000,1400,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
2679,5/10/2022,1,5000,500,Super Area,Mahavir Enclave Part 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
2680,6/18/2022,4,35000,300,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,4
2681,6/18/2022,3,30000,1800,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,2,4
2682,6/16/2022,1,10000,500,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,3,4
2683,4/29/2022,1,11000,500,Super Area,Rohini Sector 17,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,Ground,4
2684,5/5/2022,2,17000,80,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,4
2685,5/23/2022,2,35000,1000,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
2686,6/20/2022,3,30000,1600,Super Area,"Highland Tower, Dwarka Sector 12",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,6,10
2687,6/7/2022,4,30000,1800,Super Area,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,6,8
2688,5/27/2022,2,13000,400,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,4
2689,4/29/2022,2,13000,900,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,3
2690,7/7/2022,1,11000,480,Carpet Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent,4,5
2691,5/5/2022,1,13000,180,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,1,Contact Owner,2,2
2692,7/9/2022,2,33000,1000,Carpet Area,"Munirka Vihar, Munirka",Delhi,Unfurnished,Bachelors,2,Contact Agent,1,3
2693,5/23/2022,3,25000,1120,Super Area,gg1 vikas puri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,3
2694,5/27/2022,3,70000,1800,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,2,4
2695,7/2/2022,3,30000,1200,Carpet Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,3
2696,5/21/2022,1,9000,550,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
2697,6/30/2022,2,14500,1400,Super Area,Dilshad Garden,Delhi,Unfurnished,Bachelors,1,Contact Owner,3,4
2698,5/27/2022,3,50000,1600,Carpet Area,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
2699,5/16/2022,1,20000,650,Carpet Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,1,4
2700,4/29/2022,4,15000,120,Super Area,Rohini Sector 38,Delhi,Furnished,Bachelors/Family,4,Contact Owner,Ground,2
2701,6/2/2022,2,7500,450,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2702,7/7/2022,1,13500,520,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner,Ground,4
2703,6/13/2022,1,14000,850,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2,4
2704,6/24/2022,2,18000,850,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,1,4
2705,5/9/2022,2,14000,585,Carpet Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
2706,5/11/2022,3,65000,1600,Carpet Area,East Of Kailash,Delhi,Furnished,Bachelors/Family,2,Contact Agent,Ground,4
2707,5/5/2022,2,22000,950,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,5
2708,4/29/2022,1,4000,120,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2709,5/14/2022,2,10000,500,Super Area,Vinod Nagar East,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,3
2710,5/14/2022,1,7500,200,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
2711,5/5/2022,1,17000,550,Super Area,Ramesh Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,4
2712,7/6/2022,1,18000,650,Carpet Area,Gautam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,2,4
2713,7/7/2022,4,70000,2800,Carpet Area,Delhi estate Apartment,Delhi,Unfurnished,Bachelors,4,Contact Agent,6,10
2714,6/30/2022,1,10000,50,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner,3,4
2715,6/8/2022,2,15000,550,Carpet Area,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,4,4
2716,7/4/2022,2,16500,90,Super Area,DS 19,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2717,6/30/2022,3,100000,2925,Super Area,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,1,4
2718,5/28/2022,1,7500,150,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,4,4
2719,6/26/2022,2,6000,450,Super Area,north chajjupur shahdara,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2720,5/8/2022,2,18000,750,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors,2,Contact Owner,4,4
2721,5/22/2022,2,18000,975,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,3
2722,4/29/2022,3,8000,106,Super Area,Burari,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
2723,5/5/2022,2,14000,750,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner,4,6
2724,5/10/2022,2,11000,80,Super Area,"Khanpur, Madangir",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2725,5/14/2022,3,25000,96,Super Area,Rohini Sector 11,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,5
2726,4/29/2022,1,9000,500,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2727,5/14/2022,3,47000,1550,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,Ground,3
2728,6/7/2022,2,20000,1000,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,3
2729,4/29/2022,1,6000,400,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2730,4/29/2022,1,5000,450,Super Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,4
2731,4/29/2022,2,20000,1000,Super Area,"DDA Devdoot Apartment, Vikaspuri",Delhi,Semi-Furnished,Family,1,Contact Owner,3,4
2732,4/29/2022,1,10000,450,Super Area,"Khirki extension, Malviya Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2733,7/4/2022,3,15000,100,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2734,5/14/2022,2,13500,550,Carpet Area,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent,2,4
2735,5/10/2022,1,5500,400,Super Area,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,3
2736,5/10/2022,1,14000,60,Super Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,1,5
2737,4/29/2022,4,18000,900,Super Area,Subhash Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2738,4/27/2022,1,20000,700,Super Area,Rohini Sector 5,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
2739,6/28/2022,2,9300,500,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2740,6/14/2022,3,80000,2000,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,3,Contact Agent,2,4
2741,7/4/2022,2,7500,400,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner,2,3
2742,6/27/2022,3,30000,1500,Carpet Area,Sarita Vihar Pocket C,Delhi,Unfurnished,Bachelors,2,Contact Agent,1,4
2743,4/29/2022,2,13000,70,Super Area,"IGNOU Road, Saket",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,2,4
2744,7/1/2022,2,8500,60,Super Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2745,5/24/2022,3,44300,200,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,4
2746,7/4/2022,2,45000,1650,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,2,Contact Agent,2,4
2747,6/22/2022,2,30000,1150,Carpet Area,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,2,Contact Agent,3,3
2748,5/30/2022,2,40000,1800,Carpet Area,Saket,Delhi,Furnished,Bachelors,2,Contact Agent,Ground,3
2749,6/11/2022,4,530000,4000,Carpet Area,Anand Niketan,Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent,3,4
2750,5/14/2022,2,12000,900,Super Area,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2751,6/15/2022,2,13500,700,Super Area,Shakarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,2
2752,4/28/2022,2,30000,900,Super Area,Sheikh Sarai Phase 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2,4
2753,5/3/2022,1,9500,400,Super Area,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,2,2
2754,5/16/2022,4,200000,2700,Carpet Area,Greater Kailash 1,Delhi,Unfurnished,Bachelors,4,Contact Agent,Ground,3
2755,5/10/2022,3,30000,2000,Super Area,Rohini Sector 15,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner,Ground,2
2756,5/14/2022,2,9000,450,Super Area,"Shakarpur Khas, Shakarpur",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2757,6/4/2022,2,13000,400,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,4
2758,5/14/2022,2,7000,500,Super Area,Vinod Nagar West,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,5
2759,7/9/2022,1,18000,450,Carpet Area,Munirka,Delhi,Furnished,Bachelors/Family,1,Contact Agent,1,4
2760,5/14/2022,1,3500,350,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,3
2761,7/3/2022,4,65000,272,Carpet Area,Model Town,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent,1,4
2762,6/13/2022,1,19000,545,Super Area,Dwarka,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,3
2763,5/10/2022,2,23000,84,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,Ground,4
2764,6/16/2022,1,12000,600,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,4
2765,6/30/2022,2,15000,75,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,4
2766,6/8/2022,3,38000,165,Carpet Area,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner,2,4
2767,7/4/2022,3,50000,1100,Carpet Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,3,Contact Agent,1,4
2768,6/2/2022,1,6500,500,Super Area,Falt,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,3,3
2769,7/4/2022,3,35000,150,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,3
2770,5/5/2022,2,15000,70,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
2771,5/5/2022,3,30000,250,Super Area,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,1,2
2772,5/5/2022,2,10000,70,Super Area,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,5
2773,7/6/2022,1,18000,300,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1,Contact Agent,3,4
2774,6/20/2022,3,30000,1800,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent,1,4
2775,5/27/2022,1,16000,400,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent,3,4
2776,5/21/2022,3,22000,1250,Super Area,Cghs apts.,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,3
2777,6/8/2022,2,9000,480,Super Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,1,4
2778,6/17/2022,2,20200,84,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
2779,6/15/2022,2,19500,84,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
2780,7/9/2022,2,21000,600,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,3,4
2781,7/6/2022,2,20000,600,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent,Ground,4
2782,5/14/2022,2,13000,720,Super Area,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,4
2783,5/27/2022,2,6500,75,Carpet Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner,1,1
2784,4/29/2022,3,25000,1000,Super Area,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1,4
2785,5/19/2022,2,20000,900,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent,2,4
2786,6/28/2022,2,33000,2200,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Family,2,Contact Owner,1,1
2787,6/3/2022,3,18000,900,Carpet Area,Mayur Vihar 3,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,Ground,4
2788,5/31/2022,1,13000,550,Carpet Area,Pitampura,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,3
2789,4/29/2022,2,10000,450,Super Area,Palam,Delhi,Furnished,Bachelors/Family,1,Contact Owner,4,5
2790,4/29/2022,2,10000,470,Super Area,Pul Prahlad Pur,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2,4
2791,5/10/2022,3,23000,125,Super Area,"Khirki extension, Malviya Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,4
2792,5/27/2022,1,20000,400,Carpet Area,Lajpat Nagar 4,Delhi,Furnished,Bachelors/Family,1,Contact Agent,3,4
2793,5/23/2022,4,150000,2600,Carpet Area,Vasant Vihar,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner,2,2
2794,5/14/2022,3,25000,1500,Carpet Area,"DJA Apartments, Dwarka Sector 13",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent,5,10
2795,5/10/2022,2,21000,80,Super Area,Dwarka Sector 17,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner,3,4
2796,7/4/2022,3,30000,1100,Carpet Area,Dwarka Sector 9,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,3,3
2797,6/4/2022,2,22000,1000,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,4,5
2798,4/29/2022,2,14000,800,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,3,5
2799,5/23/2022,2,7000,50,Super Area,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2,5
2800,5/23/2022,2,18500,1000,Super Area,"Kishangarh, Vasant Kunj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner,2,5
2801,5/18/2022,1,8500,550,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,2,3
2802,5/18/2022,1,8000,450,Carpet Area,Chhattarpur Enclave,Delhi,Unfurnished,Bachelors,1,Contact Agent,Ground,4
